Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Hour
632-90-0281,C,Sharjah,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,08/03/2019,20:01,Credit card,375.5,4.761904762,18.775,9,20
453-63-6187,B,Dubai,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,01/03/2019,15:40,Ewallet,82.5,4.761904762,4.125,6,15
578-80-7669,B,Dubai,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,16/03/2019,16:58,Cash,74.97,4.761904762,3.7485,6,16
612-36-5536,A,Abu Dhabi,Member,Male,Food and beverages,80.96,8,32.384,680.064,17/02/2019,11:12,Credit card,647.68,4.761904762,32.384,7,11
605-72-4132,C,Sharjah,Normal,Female,Food and beverages,94.47,8,37.788,793.548,27/02/2019,15:12,Cash,755.76,4.761904762,37.788,9,15
471-41-2823,C,Sharjah,Normal,Male,Food and beverages,99.79,2,9.979,209.559,07/03/2019,20:37,Ewallet,199.58,4.761904762,9.979,8,20
462-67-9126,A,Abu Dhabi,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,21/01/2019,17:44,Cash,439.32,4.761904762,21.966,7,17
272-27-9238,C,Sharjah,Normal,Female,Food and beverages,41.24,4,8.248,173.208,19/02/2019,16:23,Cash,164.96,4.761904762,8.248,7,16
834-25-9262,C,Sharjah,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,06/01/2019,12:12,Cash,326.72,4.761904762,16.336,9,12
122-61-9553,C,Sharjah,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,14/03/2019,19:33,Cash,461.88,4.761904762,23.094,6,19
468-88-0009,A,Abu Dhabi,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,24/03/2019,10:29,Cash,263.76,4.761904762,13.188,6,10
613-59-9758,C,Sharjah,Normal,Female,Sports and travel,14.36,10,7.18,150.78,27/01/2019,14:28,Cash,143.6,4.761904762,7.18,5,14
254-31-0042,A,Abu Dhabi,Member,Male,Electronic accessories,21.5,9,9.675,203.175,06/03/2019,12:46,Credit card,193.5,4.761904762,9.675,8,12
201-86-2184,B,Dubai,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02/02/2019,19:40,Cash,183.82,4.761904762,9.191,10,19
261-12-8671,B,Dubai,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,25/01/2019,19:39,Credit card,121.92,4.761904762,6.096,5,19
730-70-9830,C,Sharjah,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,14/03/2019,17:54,Ewallet,420.66,4.761904762,21.033,5,17
382-25-8917,C,Sharjah,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,29/01/2019,12:25,Cash,252.48,4.761904762,12.624,9,12
422-29-8786,A,Abu Dhabi,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,03/01/2019,16:47,Credit card,335.45,4.761904762,16.7725,9,16
667-23-5919,A,Abu Dhabi,Member,Female,Fashion accessories,96.7,5,24.175,507.675,14/01/2019,12:52,Ewallet,483.5,4.761904762,24.175,7,12
843-01-4703,B,Dubai,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,05/01/2019,19:50,Credit card,318.42,4.761904762,15.921,10,19
743-88-1662,C,Sharjah,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,22/02/2019,18:17,Ewallet,668.43,4.761904762,33.4215,9,18
595-86-2894,C,Sharjah,Member,Male,Fashion accessories,96.98,4,19.396,407.316,06/02/2019,17:20,Ewallet,387.92,4.761904762,19.396,9,17
182-69-8360,B,Dubai,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,30/01/2019,13:32,Credit card,94.6,4.761904762,4.73,4,13
289-15-7034,A,Abu Dhabi,Member,Male,Sports and travel,82.33,4,16.466,345.786,11/01/2019,10:37,Credit card,329.32,4.761904762,16.466,8,10
462-78-5240,C,Sharjah,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,19/03/2019,14:35,Cash,53.22,4.761904762,2.661,4,14
868-52-7573,B,Dubai,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,14/01/2019,12:09,Cash,498.45,4.761904762,24.9225,10,12
153-58-4872,C,Sharjah,Member,Female,Food and beverages,74.89,4,14.978,314.538,01/03/2019,15:32,Ewallet,299.56,4.761904762,14.978,4,15
662-72-2873,A,Abu Dhabi,Normal,Female,Food and beverages,40.94,5,10.235,214.935,06/01/2019,13:58,Ewallet,204.7,4.761904762,10.235,10,13
525-88-7307,B,Dubai,Member,Male,Sports and travel,75.82,1,3.791,79.611,31/01/2019,13:19,Cash,75.82,4.761904762,3.791,6,13
689-16-9784,C,Sharjah,Normal,Male,Food and beverages,46.77,6,14.031,294.651,11/03/2019,13:37,Cash,280.62,4.761904762,14.031,6,13
725-56-0833,A,Abu Dhabi,Normal,Female,Health and beauty,32.32,10,16.16,339.36,20/02/2019,16:49,Credit card,323.2,4.761904762,16.16,10,16
394-41-0748,C,Sharjah,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,27/01/2019,14:55,Ewallet,486.63,4.761904762,24.3315,10,14
596-42-3999,B,Dubai,Normal,Male,Food and beverages,18.22,7,6.377,133.917,10/03/2019,14:04,Credit card,127.54,4.761904762,6.377,7,14
541-89-9860,C,Sharjah,Member,Female,Fashion accessories,80.48,3,12.072,253.512,15/02/2019,12:31,Cash,241.44,4.761904762,12.072,8,12
173-82-9529,B,Dubai,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,26/01/2019,14:51,Cash,379.5,4.761904762,18.975,10,14
563-36-9814,A,Abu Dhabi,Member,Male,Electronic accessories,76.82,1,3.841,80.661,13/02/2019,18:27,Ewallet,76.82,4.761904762,3.841,7,18
308-47-4913,A,Abu Dhabi,Member,Female,Sports and travel,52.26,10,26.13,548.73,09/03/2019,12:45,Credit card,522.6,4.761904762,26.13,6,12
885-17-6250,A,Abu Dhabi,Normal,Female,Health and beauty,79.74,1,3.987,83.727,06/03/2019,10:36,Ewallet,79.74,4.761904762,3.987,7,10
726-27-2396,A,Abu Dhabi,Normal,Female,Health and beauty,77.5,5,19.375,406.875,24/01/2019,20:36,Ewallet,387.5,4.761904762,19.375,4,20
316-01-3952,A,Abu Dhabi,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,13/03/2019,14:16,Ewallet,271.35,4.761904762,13.5675,5,14
760-54-1821,B,Dubai,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,15/03/2019,10:26,Cash,122.31,4.761904762,6.1155,6,10
793-10-3222,B,Dubai,Member,Female,Health and beauty,41.06,6,12.318,258.678,05/03/2019,13:30,Credit card,246.36,4.761904762,12.318,8,13
346-12-3257,B,Dubai,Member,Male,Electronic accessories,19.24,9,8.658,181.818,04/03/2019,16:28,Cash,173.16,4.761904762,8.658,8,16
110-05-6330,C,Sharjah,Normal,Female,Food and beverages,39.43,6,11.829,248.409,25/03/2019,20:18,Credit card,236.58,4.761904762,11.829,9,20
651-61-0874,C,Sharjah,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,12/03/2019,20:04,Credit card,184.88,4.761904762,9.244,6,20
236-86-3015,C,Sharjah,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,04/02/2019,13:38,Ewallet,13.98,4.761904762,0.699,10,13
831-64-0259,B,Dubai,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,22/02/2019,10:43,Ewallet,198.75,4.761904762,9.9375,10,10
587-03-7455,C,Sharjah,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,16/02/2019,17:30,Ewallet,684.53,4.761904762,34.2265,5,17
882-40-4577,A,Abu Dhabi,Member,Male,Sports and travel,67.26,4,13.452,282.492,19/01/2019,15:28,Credit card,269.04,4.761904762,13.452,8,15
732-67-5346,A,Abu Dhabi,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,11/01/2019,19:07,Credit card,68.95,4.761904762,3.4475,8,19
725-32-9708,B,Dubai,Member,Female,Fashion accessories,68.71,4,13.742,288.582,04/01/2019,19:01,Cash,274.84,4.761904762,13.742,4,19
256-08-8343,A,Abu Dhabi,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,04/03/2019,19:48,Ewallet,226.12,4.761904762,11.306,6,19
372-26-1506,C,Sharjah,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,28/01/2019,19:24,Ewallet,119.1,4.761904762,5.955,5,19
244-08-0162,B,Dubai,Normal,Female,Health and beauty,34.21,10,17.105,359.205,02/01/2019,13:00,Cash,342.1,4.761904762,17.105,5,13
569-71-4390,B,Dubai,Normal,Male,Sports and travel,21.87,2,2.187,45.927,25/01/2019,14:29,Ewallet,43.74,4.761904762,2.187,7,14
132-23-6451,A,Abu Dhabi,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,04/01/2019,13:21,Cash,104.85,4.761904762,5.2425,8,13
696-90-2548,A,Abu Dhabi,Normal,Male,Sports and travel,25.84,3,3.876,81.396,10/03/2019,18:55,Ewallet,77.52,4.761904762,3.876,7,18
472-15-9636,A,Abu Dhabi,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,22/03/2019,19:36,Ewallet,407.44,4.761904762,20.372,9,19
268-03-6164,B,Dubai,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,25/01/2019,16:28,Ewallet,96.11,4.761904762,4.8055,8,16
750-57-9686,C,Sharjah,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,08/01/2019,13:48,Credit card,181.52,4.761904762,9.076,9,13
186-09-3669,C,Sharjah,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,22/01/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9,10
848-07-1692,B,Dubai,Normal,Female,Health and beauty,57.22,2,5.722,120.162,12/01/2019,17:13,Ewallet,114.44,4.761904762,5.722,8,17
745-71-3520,A,Abu Dhabi,Member,Female,Electronic accessories,25.22,7,8.827,185.367,04/02/2019,10:23,Cash,176.54,4.761904762,8.827,8,10
266-76-6436,C,Sharjah,Member,Female,Food and beverages,38.6,3,5.79,121.59,28/03/2019,13:57,Ewallet,115.8,4.761904762,5.79,8,13
740-22-2500,C,Sharjah,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,23/01/2019,13:29,Cash,252.15,4.761904762,12.6075,10,13
301-81-8610,B,Dubai,Member,Male,Fashion accessories,25.42,8,10.168,213.528,19/03/2019,19:42,Credit card,203.36,4.761904762,10.168,7,19
489-64-4354,C,Sharjah,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,09/03/2019,15:36,Cash,16.28,4.761904762,0.814,5,15
198-84-7132,B,Dubai,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,02/01/2019,13:40,Cash,365.49,4.761904762,18.2745,7,13
269-10-8440,A,Abu Dhabi,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,21/01/2019,18:01,Cash,372.19,4.761904762,18.6095,9,18
650-98-6268,B,Dubai,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,20/03/2019,13:53,Credit card,62.61,4.761904762,3.1305,8,13
741-73-3559,B,Dubai,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,27/02/2019,17:27,Cash,336.35,4.761904762,16.8175,7,17
325-77-6186,A,Abu Dhabi,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,08/03/2019,10:53,Ewallet,906.5,4.761904762,45.325,7,10
286-75-7818,B,Dubai,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,31/01/2019,19:48,Credit card,138.16,4.761904762,6.908,7,19
574-57-9721,C,Sharjah,Normal,Male,Food and beverages,43.27,2,4.327,90.867,08/03/2019,16:53,Ewallet,86.54,4.761904762,4.327,6,16
459-50-7686,A,Abu Dhabi,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,13/01/2019,19:14,Ewallet,140.76,4.761904762,7.038,6,19
616-87-0016,B,Dubai,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,09/03/2019,14:36,Credit card,668.78,4.761904762,33.439,10,14
837-55-7229,B,Dubai,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,22/02/2019,18:19,Credit card,47.44,4.761904762,2.372,7,18
751-69-0068,C,Sharjah,Normal,Male,Sports and travel,99.24,9,44.658,937.818,19/03/2019,19:09,Ewallet,893.16,4.761904762,44.658,9,19
257-73-1380,C,Sharjah,Member,Male,Sports and travel,82.93,4,16.586,348.306,20/01/2019,16:51,Ewallet,331.72,4.761904762,16.586,10,16
345-08-4992,A,Abu Dhabi,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,08/03/2019,15:37,Credit card,203.94,4.761904762,10.197,8,15
549-96-4200,C,Sharjah,Member,Male,Food and beverages,17.04,4,3.408,71.568,08/03/2019,20:15,Ewallet,68.16,4.761904762,3.408,7,20
810-60-6344,C,Sharjah,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,07/02/2019,14:38,Credit card,326.88,4.761904762,16.344,6,14
450-28-2866,C,Sharjah,Member,Male,Food and beverages,17.44,5,4.36,91.56,15/01/2019,19:25,Cash,87.2,4.761904762,4.36,8,19
394-30-3170,B,Dubai,Member,Female,Sports and travel,88.43,8,35.372,742.812,22/03/2019,19:35,Credit card,707.44,4.761904762,35.372,4,19
138-17-5109,A,Abu Dhabi,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,15/01/2019,15:42,Credit card,802.89,4.761904762,40.1445,6,15
192-98-7397,C,Sharjah,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,08/01/2019,14:11,Ewallet,12.78,4.761904762,0.639,10,14
301-11-9629,A,Abu Dhabi,Normal,Female,Sports and travel,19.1,7,6.685,140.385,15/01/2019,10:43,Cash,133.7,4.761904762,6.685,10,10
390-80-5128,B,Dubai,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,28/01/2019,17:58,Credit card,19.15,4.761904762,0.9575,10,17
235-46-8343,C,Sharjah,Member,Male,Food and beverages,27.66,10,13.83,290.43,14/02/2019,11:26,Credit card,276.6,4.761904762,13.83,9,11
453-12-7053,C,Sharjah,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,10/03/2019,17:38,Credit card,137.22,4.761904762,6.861,6,17
296-11-7041,B,Dubai,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,12/01/2019,20:07,Credit card,27.07,4.761904762,1.3535,5,20
449-27-2918,B,Dubai,Member,Female,Sports and travel,39.12,1,1.956,41.076,26/03/2019,11:02,Credit card,39.12,4.761904762,1.956,10,11
891-01-7034,B,Dubai,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,01/01/2019,19:07,Cash,448.26,4.761904762,22.413,7,19
744-09-5786,B,Dubai,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,02/01/2019,18:50,Cash,132.06,4.761904762,6.603,8,18
727-17-0390,A,Abu Dhabi,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,16/03/2019,12:43,Ewallet,318.05,4.761904762,15.9025,5,12
568-88-3448,A,Abu Dhabi,Normal,Male,Health and beauty,25,1,1.25,26.25,03/03/2019,15:09,Ewallet,25,4.761904762,1.25,6,15
187-83-5490,A,Abu Dhabi,Member,Male,Electronic accessories,20.77,4,4.154,87.234,31/01/2019,13:47,Cash,83.08,4.761904762,4.154,5,13
767-54-1907,B,Dubai,Member,Female,Fashion accessories,29.56,5,7.39,155.19,13/02/2019,16:59,Cash,147.8,4.761904762,7.39,7,16
710-46-4433,B,Dubai,Member,Female,Food and beverages,77.4,9,34.83,731.43,15/02/2019,14:15,Credit card,696.6,4.761904762,34.83,4,14
533-33-5337,B,Dubai,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,07/02/2019,20:24,Cash,793.9,4.761904762,39.695,6,20
325-90-8763,C,Sharjah,Member,Female,Electronic accessories,46.57,10,23.285,488.985,27/01/2019,13:58,Cash,465.7,4.761904762,23.285,8,13
729-46-7422,C,Sharjah,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,23/02/2019,16:52,Credit card,35.89,4.761904762,1.7945,8,16
639-76-1242,C,Sharjah,Normal,Male,Food and beverages,40.52,5,10.13,212.73,03/02/2019,15:19,Cash,202.6,4.761904762,10.13,4,15
234-03-4040,B,Dubai,Member,Female,Food and beverages,73.05,10,36.525,767.025,03/03/2019,12:25,Credit card,730.5,4.761904762,36.525,9,12
326-71-2155,C,Sharjah,Normal,Female,Sports and travel,73.95,4,14.79,310.59,03/02/2019,10:02,Cash,295.8,4.761904762,14.79,6,10
320-32-8842,C,Sharjah,Member,Female,Food and beverages,22.62,1,1.131,23.751,17/03/2019,18:58,Cash,22.62,4.761904762,1.131,6,18
470-32-9057,A,Abu Dhabi,Member,Male,Food and beverages,51.34,5,12.835,269.535,28/03/2019,15:31,Credit card,256.7,4.761904762,12.835,9,15
878-30-2331,C,Sharjah,Member,Female,Sports and travel,54.55,10,27.275,572.775,02/03/2019,11:22,Credit card,545.5,4.761904762,27.275,7,11
440-59-5691,C,Sharjah,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,08/02/2019,13:12,Credit card,260.05,4.761904762,13.0025,8,13
554-53-3790,B,Dubai,Normal,Male,Sports and travel,37.02,6,11.106,233.226,22/03/2019,18:33,Cash,222.12,4.761904762,11.106,4,18
746-19-0921,C,Sharjah,Normal,Male,Food and beverages,21.58,1,1.079,22.659,09/02/2019,10:02,Ewallet,21.58,4.761904762,1.079,7,10
233-34-0817,C,Sharjah,Member,Female,Electronic accessories,98.84,1,4.942,103.782,15/02/2019,11:21,Cash,98.84,4.761904762,4.942,8,11
767-05-1286,C,Sharjah,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,23/01/2019,12:10,Ewallet,502.62,4.761904762,25.131,5,12
340-21-9136,A,Abu Dhabi,Member,Female,Sports and travel,40.05,4,8.01,168.21,25/01/2019,11:40,Cash,160.2,4.761904762,8.01,10,11
405-31-3305,A,Abu Dhabi,Member,Male,Fashion accessories,43.13,10,21.565,452.865,02/02/2019,18:31,Credit card,431.3,4.761904762,21.565,6,18
731-59-7531,B,Dubai,Member,Male,Health and beauty,72.57,8,29.028,609.588,30/03/2019,17:58,Cash,580.56,4.761904762,29.028,5,17
676-39-6028,A,Abu Dhabi,Member,Female,Electronic accessories,64.44,5,16.11,338.31,30/03/2019,17:04,Cash,322.2,4.761904762,16.11,7,17
502-05-1910,A,Abu Dhabi,Normal,Male,Health and beauty,65.18,3,9.777,205.317,25/02/2019,20:35,Credit card,195.54,4.761904762,9.777,6,20
485-30-8700,A,Abu Dhabi,Normal,Female,Sports and travel,33.26,5,8.315,174.615,18/03/2019,16:10,Credit card,166.3,4.761904762,8.315,4,16
598-47-9715,C,Sharjah,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,07/03/2019,16:54,Ewallet,336.28,4.761904762,16.814,4,16
701-69-8742,B,Dubai,Normal,Male,Sports and travel,34.37,10,17.185,360.885,16/03/2019,10:11,Ewallet,343.7,4.761904762,17.185,7,10
575-67-1508,A,Abu Dhabi,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,29/01/2019,11:26,Ewallet,38.6,4.761904762,1.93,7,11
541-08-3113,C,Sharjah,Normal,Male,Food and beverages,65.97,8,26.388,554.148,02/02/2019,20:29,Cash,527.76,4.761904762,26.388,8,20
246-11-3901,C,Sharjah,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,15/02/2019,12:12,Cash,328,4.761904762,16.4,6,12
674-15-9296,A,Abu Dhabi,Normal,Male,Sports and travel,37.14,5,9.285,194.985,08/01/2019,13:05,Ewallet,185.7,4.761904762,9.285,5,13
305-18-3552,B,Dubai,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,12/02/2019,16:19,Cash,603.8,4.761904762,30.19,6,16
493-65-6248,C,Sharjah,Member,Female,Sports and travel,36.98,10,18.49,388.29,01/01/2019,19:48,Credit card,369.8,4.761904762,18.49,7,19
438-01-4015,B,Dubai,Member,Female,Sports and travel,49.49,4,9.898,207.858,21/03/2019,15:25,Ewallet,197.96,4.761904762,9.898,7,15
709-58-4068,B,Dubai,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,28/02/2019,14:42,Cash,410.9,4.761904762,20.545,7,14
795-49-7276,A,Abu Dhabi,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,23/03/2019,18:59,Ewallet,148.6,4.761904762,7.43,8,18
556-72-8512,C,Sharjah,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,30/01/2019,20:47,Cash,22.96,4.761904762,1.148,4,20
627-95-3243,B,Dubai,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,04/02/2019,13:21,Ewallet,699.12,4.761904762,34.956,10,13
686-41-0932,B,Dubai,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,13/03/2019,19:48,Ewallet,69.4,4.761904762,3.47,8,19
510-09-5628,A,Abu Dhabi,Member,Female,Fashion accessories,19.66,10,9.83,206.43,15/03/2019,18:20,Credit card,196.6,4.761904762,9.83,7,18
608-04-3797,B,Dubai,Member,Female,Health and beauty,25.32,8,10.128,212.688,05/03/2019,20:24,Ewallet,202.56,4.761904762,10.128,9,20
148-82-2527,C,Sharjah,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,05/03/2019,13:44,Credit card,121.2,4.761904762,6.06,8,13
437-53-3084,B,Dubai,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,26/02/2019,11:48,Ewallet,199.78,4.761904762,9.989,7,11
632-32-4574,B,Dubai,Normal,Male,Sports and travel,75.92,8,30.368,637.728,20/03/2019,14:14,Cash,607.36,4.761904762,30.368,6,14
556-97-7101,C,Sharjah,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,01/01/2019,15:51,Cash,126.44,4.761904762,6.322,8,15
862-59-8517,C,Sharjah,Normal,Female,Food and beverages,90.24,6,27.072,568.512,27/01/2019,11:17,Cash,541.44,4.761904762,27.072,6,11
401-18-8016,B,Dubai,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,21/01/2019,17:36,Cash,98.13,4.761904762,4.9065,9,17
420-18-8989,A,Abu Dhabi,Member,Female,Sports and travel,51.52,8,20.608,432.768,02/02/2019,15:47,Cash,412.16,4.761904762,20.608,10,15
277-63-2961,B,Dubai,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,03/02/2019,15:53,Credit card,73.97,4.761904762,3.6985,5,15
573-98-8548,C,Sharjah,Member,Female,Fashion accessories,31.9,1,1.595,33.495,05/01/2019,12:40,Ewallet,31.9,4.761904762,1.595,9,12
620-02-2046,C,Sharjah,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,27/01/2019,19:48,Ewallet,138.8,4.761904762,6.94,9,19
282-35-2475,B,Dubai,Normal,Female,Sports and travel,93.31,2,9.331,195.951,25/03/2019,17:53,Cash,186.62,4.761904762,9.331,6,17
511-54-3087,B,Dubai,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,25/02/2019,16:36,Credit card,88.45,4.761904762,4.4225,10,16
726-29-6793,A,Abu Dhabi,Member,Male,Electronic accessories,24.18,8,9.672,203.112,28/01/2019,20:54,Ewallet,193.44,4.761904762,9.672,10,20
387-49-4215,B,Dubai,Member,Female,Sports and travel,48.5,3,7.275,152.775,08/01/2019,12:50,Cash,145.5,4.761904762,7.275,7,12
862-17-9201,B,Dubai,Normal,Female,Food and beverages,84.05,6,25.215,529.515,29/01/2019,10:48,Credit card,504.3,4.761904762,25.215,8,10
291-21-5991,B,Dubai,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,29/03/2019,14:28,Cash,306.45,4.761904762,15.3225,7,14
602-80-9671,C,Sharjah,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,09/02/2019,17:15,Credit card,95.7,4.761904762,4.785,5,17
347-72-6115,B,Dubai,Member,Female,Sports and travel,90.74,7,31.759,666.939,16/01/2019,18:03,Credit card,635.18,4.761904762,31.759,6,18
209-61-0206,A,Abu Dhabi,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,05/01/2019,17:29,Ewallet,214.55,4.761904762,10.7275,6,17
595-27-4851,A,Abu Dhabi,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,27/01/2019,18:05,Ewallet,379.96,4.761904762,18.998,9,18
189-52-0236,A,Abu Dhabi,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,14/03/2019,12:07,Cash,696.85,4.761904762,34.8425,8,12
503-07-0930,C,Sharjah,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,23/02/2019,19:49,Credit card,408.73,4.761904762,20.4365,8,19
413-20-6708,C,Sharjah,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,18/03/2019,15:52,Ewallet,51.47,4.761904762,2.5735,8,15
425-85-2085,B,Dubai,Member,Male,Health and beauty,54.86,5,13.715,288.015,29/03/2019,16:48,Ewallet,274.3,4.761904762,13.715,10,16
521-18-7827,C,Sharjah,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,22/01/2019,20:46,Credit card,196.95,4.761904762,9.8475,9,20
220-28-1851,A,Abu Dhabi,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,01/03/2019,18:14,Ewallet,69.46,4.761904762,3.473,10,18
600-38-9738,C,Sharjah,Member,Male,Sports and travel,71.92,5,17.98,377.58,17/01/2019,15:05,Credit card,359.6,4.761904762,17.98,4,15
734-91-1155,B,Dubai,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,26/03/2019,10:34,Credit card,137.13,4.761904762,6.8565,8,10
451-28-5717,C,Sharjah,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,20/03/2019,11:23,Cash,499.02,4.761904762,24.951,7,11
609-81-8548,A,Abu Dhabi,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,06/02/2019,13:55,Credit card,224.64,4.761904762,11.232,6,13
133-14-7229,C,Sharjah,Normal,Male,Health and beauty,62.87,2,6.287,132.027,01/01/2019,11:43,Cash,125.74,4.761904762,6.287,5,11
534-01-4457,A,Abu Dhabi,Normal,Male,Food and beverages,81.71,6,24.513,514.773,27/01/2019,14:36,Credit card,490.26,4.761904762,24.513,8,14
719-89-8991,A,Abu Dhabi,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,25/02/2019,16:03,Ewallet,457.05,4.761904762,22.8525,7,16
286-62-6248,B,Dubai,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,16/01/2019,20:03,Credit card,156.84,4.761904762,7.842,9,20
339-38-9982,B,Dubai,Member,Male,Fashion accessories,59.86,2,5.986,125.706,13/01/2019,14:55,Ewallet,119.72,4.761904762,5.986,7,14
827-44-5872,B,Dubai,Member,Female,Food and beverages,54.36,10,27.18,570.78,07/02/2019,11:28,Credit card,543.6,4.761904762,27.18,6,11
827-77-7633,A,Abu Dhabi,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,17/02/2019,19:41,Cash,882.81,4.761904762,44.1405,9,19
287-83-1405,A,Abu Dhabi,Normal,Male,Health and beauty,25.43,6,7.629,160.209,12/02/2019,19:01,Ewallet,152.58,4.761904762,7.629,7,19
435-13-4908,A,Abu Dhabi,Member,Male,Fashion accessories,86.68,8,34.672,728.112,24/01/2019,18:04,Credit card,693.44,4.761904762,34.672,7,18
857-67-9057,B,Dubai,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,06/02/2019,19:20,Ewallet,229.5,4.761904762,11.475,8,19
236-27-1144,C,Sharjah,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,26/03/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8,10
892-05-6689,A,Abu Dhabi,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,11/03/2019,13:28,Ewallet,141.6,4.761904762,7.08,6,13
